country,year,flare_intensity_m3_per_bbl
Albania,2012,0.07933977919583567
Algeria,2012,17.691641698343414
Angola,2012,5.564467711352842
Argentina,2012,1.3569021968179573
Australia,2012,6.784947532722747
Austria,2012,0.0
Azerbaijan,2012,1.016774595146813
Bahrain,2012,0.40489779219843314
Bangladesh,2012,0.8395586189164802
Belarus,2012,0.08167519482810046
Belize,2012,0.636536624316861
Bolivia,2012,1.8919020972401854
Brazil,2012,1.3936144073275347
Brunei,2012,3.9199120491840977
Cambodia,2012,0.0
Cameroon,2012,20.60395213232986
Canada,2012,0.36536278094818464
Chad,2012,2.353504225541838
Chile,2012,5.237410523874665
China,2012,0.5508491665944527
Colombia,2012,1.3623305995123318
"Congo, Rep.",2012,9.815251376916407
Croatia,2012,0.535338882762654
Cuba,2012,1.106015226824976
Dem Rep of the Congo,2012,25.117860023053115
Denmark,2012,0.6418503311127056
Ecuador,2012,1.4835470902827421
Egypt,2012,7.437788756387689
Equatorial Guinea,2012,5.792172220300949
Eritrea,2012,0.0
Ethiopia,2012,0.0
France,2012,0.9807027177948471
Gabon,2012,10.715258265573857
Georgia,2012,0.7730214473794521
Germany,2012,0.005684501545934477
Ghana,2012,0.46837626080993056
Greece,2012,3.722941873752186
Guatemala,2012,0.6288614253078468
Guyana,2012,0.0
Hungary,2012,0.5494058048681911
India,2012,4.983485055711009
Indonesia,2012,7.216161042517844
Iran,2012,11.205590744145574
Iraq,2012,19.324995172068277
Israel,2012,3.4057676704565853
Italy,2012,0.02818898484650621
Ivory Coast,2012,5.530235185182517
Japan,2012,0.07548709275780821
Jordan,2012,3.77999460919467
Kazakhstan,2012,9.97826587508815
Kuwait,2012,1.0959645052651252
Kyrgyzstan,2012,0.0
Libya,2012,13.098502758860118
Malaysia,2012,10.147750684800027
Mauritania,2012,15.480648177803658
Mexico,2012,4.601816029257864
Mongolia,2012,0.45430276341852577
Morocco,2012,0.0
Mozambique,2012,0.0
Myanmar,2012,7.6326011758338765
Netherlands,2012,0.3195155565975247
New Zealand,2012,4.6604803662634255
Niger,2012,3.450535637800534
Nigeria,2012,10.342367324647388
Norway,2012,0.34816483522003483
Oman,2012,4.3405693337234466
Pakistan,2012,12.964687553952896
Palestinian Territory,2012,0.0
Panama,2012,0.0
Papua New Guinea,2012,2.497911707025637
Peru,2012,1.6084140806249454
Philippines,2012,7.765352428807798
Poland,2012,1.6967663427667006
Qatar,2012,4.077819220132939
Romania,2012,0.27155955938970483
Russia,2012,5.317105316139887
Rwanda,2012,0.0
Saudi Arabia,2012,0.3958384621368289
Senegal,2012,0.0
Serbia,2012,0.4029738090904392
Singapore,2012,0.0
South Africa,2012,12.057806606515896
South Korea,2012,0.0
Spain,2012,0.14884723596522587
Sudan,2012,7.815012416441448
Sweden,2012,0.0
Syria,2012,8.406235791512557
Tanzania,2012,0.0
Thailand,2012,4.301734942096773
Timor-Leste,2012,2.414548083138214
Trinidad and Tobago,2012,16.250737562303193
Tunisia,2012,16.245193964154293
Turkiye,2012,0.09093186457185419
Turkmenistan,2012,33.99090662756605
Uganda,2012,0.0
Ukraine,2012,6.842446994535496
United Arab Emirates,2012,0.7544441933234957
United Kingdom,2012,2.1464592953675568
United States,2012,1.414961488491166
Uzbekistan,2012,68.79583186298663
Venezuela,2012,15.159707328772523
Vietnam,2012,4.619744732360014
Yemen,2012,19.89433053565056
Zimbabwe,2012,0.0
Albania,2013,0.0052480346747897704
Algeria,2013,20.014451128402765
Angola,2013,5.453028165055029
Argentina,2013,1.6674889488091205
Australia,2013,6.749190812310192
Austria,2013,0.0
Azerbaijan,2013,2.053248439919015
Bahrain,2013,0.5917045592519673
Bangladesh,2013,2.033992448494452
Belarus,2013,0.13861038116365296
Belize,2013,1.1664733247205656
Bolivia,2013,1.7553879340679108
Brazil,2013,1.161634793898761
Brunei,2013,3.2637636343699277
Cambodia,2013,0.0
Cameroon,2013,23.139933822100783
Canada,2013,0.47748998354795574
Chad,2013,3.4285252246119624
Chile,2013,5.893301282094856
China,2013,0.5165368100915646
Colombia,2013,1.0542098884542777
"Congo, Rep.",2013,14.88886168818338
Croatia,2013,0.9073056249320097
Cuba,2013,1.348994917807203
Dem Rep of the Congo,2013,20.80752361645557
Denmark,2013,0.9998739729453765
Ecuador,2013,1.6072891190143166
Egypt,2013,6.750567334046247
Equatorial Guinea,2013,6.385759976758335
Eritrea,2013,0.0
Ethiopia,2013,0.0
France,2013,0.5517716383204729
Gabon,2013,10.684208237532898
Georgia,2013,0.9368949843739726
Germany,2013,0.0031336263378466504
Ghana,2013,1.762081844816529
Greece,2013,11.673524762551647
Guatemala,2013,1.0157474561837556
Guyana,2013,0.0
Hungary,2013,0.23583195941582677
India,2013,4.0289602616188676
Indonesia,2013,6.091857958138536
Iran,2013,11.974728015934685
Iraq,2013,19.490521936354277
Israel,2013,2.1173138382668113
Italy,2013,0.015129463200117859
Ivory Coast,2013,3.312991760685583
Japan,2013,0.02039710100239381
Jordan,2013,0.0
Kazakhstan,2013,10.571137225488215
Kuwait,2013,1.284982282689424
Kyrgyzstan,2013,0.0
Libya,2013,12.929994589146768
Malaysia,2013,12.284321464198074
Mauritania,2013,14.738303876488356
Mexico,2013,4.734987980618569
Mongolia,2013,0.29977897129549586
Morocco,2013,0.0
Mozambique,2013,0.0
Myanmar,2013,10.926435772469418
Netherlands,2013,0.6538879005067773
New Zealand,2013,2.839421279812979
Niger,2013,9.033685014876111
Nigeria,2013,11.005416257770216
Norway,2013,0.5401092872200582
Oman,2013,4.944864367943633
Pakistan,2013,12.772010518067027
Palestinian Territory,2013,0.0
Panama,2013,0.0
Papua New Guinea,2013,3.4216467714831946
Peru,2013,2.457478258777234
Philippines,2013,7.384025862204069
Poland,2013,0.9260947132851258
Qatar,2013,3.5151174068656537
Romania,2013,0.2759997890794387
Russia,2013,4.727049807938911
Rwanda,2013,0.0
Saudi Arabia,2013,0.47642807055812136
Senegal,2013,0.0
Serbia,2013,0.3477068228062278
Singapore,2013,0.0
South Africa,2013,9.329956559589062
South Korea,2013,0.0
Spain,2013,6.45601883686298
Sudan,2013,6.383454815274921
Sweden,2013,0.0
Syria,2013,16.179949569837433
Tanzania,2013,0.0
Thailand,2013,3.3848215180920826
Timor-Leste,2013,2.3473906825073736
Trinidad and Tobago,2013,13.817237687779304
Tunisia,2013,13.472047059036434
Turkiye,2013,0.061949109736278776
Turkmenistan,2013,29.422041252088086
Uganda,2013,0.0
Ukraine,2013,5.306350806959642
United Arab Emirates,2013,1.1296641955751274
United Kingdom,2013,2.6829351433761155
United States,2013,1.2984342498480195
Uzbekistan,2013,46.56038428303945
Venezuela,2013,20.621991289599617
Vietnam,2013,6.123906123901807
Yemen,2013,24.85870521451415
Zimbabwe,2013,0.0
Albania,2014,0.16032446491960134
Algeria,2014,23.21626810323284
Angola,2014,6.229189034130154
Argentina,2014,1.860218824744113
Australia,2014,6.746570226533153
Austria,2014,0.0
Azerbaijan,2014,0.9792699107658683
Bahrain,2014,0.27890808098458625
Bangladesh,2014,2.9265685715068264
Belarus,2014,0.09008043899772276
Belize,2014,0.5096102887621173
Bolivia,2014,1.4490435199621163
Brazil,2014,1.2414367365122727
Brunei,2014,3.7470501740824536
Cambodia,2014,0.0
Cameroon,2014,22.30746095737228
Canada,2014,0.5292641115629261
Chad,2014,2.9588917824142373
Chile,2014,7.586602619665619
China,2014,0.6218419388216281
Colombia,2014,1.0113326650750771
"Congo, Rep.",2014,11.169203637541935
Croatia,2014,0.6159239903162523
Cuba,2014,2.27738147526379
Dem Rep of the Congo,2014,24.81649357901399
Denmark,2014,1.183491125244494
Ecuador,2014,1.9975155646039877
Egypt,2014,8.240168252042633
Equatorial Guinea,2014,6.115803491153679
Eritrea,2014,0.0
Ethiopia,2014,0.0
France,2014,1.307107876000302
Gabon,2014,11.016802443522078
Georgia,2014,1.3583987899057535
Germany,2014,0.0022369856060436267
Ghana,2014,2.0048075720009852
Greece,2014,15.04425215501628
Guatemala,2014,1.5200397026343377
Guyana,2014,0.0
Hungary,2014,0.3103801929425664
India,2014,4.4375372120868635
Indonesia,2014,5.4844241162222644
Iran,2014,12.308315070817901
Iraq,2014,18.904861830905904
Israel,2014,0.7008499655260836
Italy,2014,0.015202763280777519
Ivory Coast,2014,3.5669107918976564
Japan,2014,0.12018332880159571
Jordan,2014,0.0
Kazakhstan,2014,10.308776850685327
Kuwait,2014,1.5651812477307325
Kyrgyzstan,2014,0.0
Libya,2014,17.477745438300282
Malaysia,2014,13.682882557397635
Mauritania,2014,7.146126610194488
Mexico,2014,5.976374726545925
Mongolia,2014,0.3581985786086672
Morocco,2014,0.0
Mozambique,2014,0.0
Myanmar,2014,6.623835534886284
Netherlands,2014,0.1929368028344863
New Zealand,2014,2.1388630809295175
Niger,2014,8.53535049758741
Nigeria,2014,9.222589041454578
Norway,2014,0.3561111222132701
Oman,2014,5.5311325079658475
Pakistan,2014,6.226015938095234
Palestinian Territory,2014,0.0
Panama,2014,0.0
Papua New Guinea,2014,25.498388368924605
Peru,2014,3.7856560322286352
Philippines,2014,8.272577147313728
Poland,2014,0.6539769206292187
Qatar,2014,2.8518515488758065
Romania,2014,0.43611615986859414
Russia,2014,4.278224347681715
Rwanda,2014,0.0
Saudi Arabia,2014,0.42070950097087445
Senegal,2014,0.0
Serbia,2014,0.42604869104098236
Singapore,2014,0.0
South Africa,2014,8.057528144664566
South Korea,2014,0.0
Spain,2014,9.325637463039026
Sudan,2014,8.523013595417265
Sweden,2014,0.0
Syria,2014,29.003366351538684
Tanzania,2014,0.0
Thailand,2014,2.836491840267322
Timor-Leste,2014,2.365441482891988
Trinidad and Tobago,2014,10.86882269865978
Tunisia,2014,15.72001234169496
Turkiye,2014,0.12647464328654642
Turkmenistan,2014,20.698778721910543
Uganda,2014,0.0
Ukraine,2014,4.8620122960131695
United Arab Emirates,2014,0.7762210504415458
United Kingdom,2014,2.6371457094450834
United States,2014,1.4114140392099268
Uzbekistan,2014,43.03401063093181
Venezuela,2014,22.44813036485126
Vietnam,2014,5.893566260418084
Yemen,2014,25.630725218236876
Zimbabwe,2014,0.0
Albania,2015,0.6193100120012893
Algeria,2015,22.913082407316505
Angola,2015,7.608147416006249
Argentina,2015,1.5837929583998696
Australia,2015,8.434033504625805
Austria,2015,0.0
Azerbaijan,2015,0.4840021803498121
Bahrain,2015,0.24111086466497234
Bangladesh,2015,2.597481536090568
Belarus,2015,0.46683107301517507
Belize,2015,0.34964817308595286
Bolivia,2015,1.5846068760296854
Brazil,2015,0.9457849257794689
Brunei,2015,4.651839144671296
Cambodia,2015,0.0
Cameroon,2015,21.928782879712383
Canada,2015,0.4617397678665529
Chad,2015,4.737320973587364
Chile,2015,7.302428512104442
China,2015,0.639804858181098
Colombia,2015,0.9068891269406405
"Congo, Rep.",2015,9.4950449530614
Croatia,2015,0.41383353037287
Cuba,2015,2.1580888499216035
Dem Rep of the Congo,2015,22.79727156013563
Denmark,2015,1.014701478404721
Ecuador,2015,1.9853520461568235
Egypt,2015,8.59393687355456
Equatorial Guinea,2015,5.1914792165078785
Eritrea,2015,0.0
Ethiopia,2015,0.0
France,2015,1.3952999564566775
Gabon,2015,11.325379244854295
Georgia,2015,2.8935345444482543
Germany,2015,0.004029472783618666
Ghana,2015,2.856229312493776
Greece,2015,31.136778950841887
Guatemala,2015,2.8360065669106467
Guyana,2015,0.0
Hungary,2015,0.2562900346116501
India,2015,4.881180729541151
Indonesia,2015,5.215623167488009
Iran,2015,12.008507023310141
Iraq,2015,18.70148608923229
Israel,2015,5.483377573373375
Italy,2015,0.00016561250018595357
Ivory Coast,2015,3.9554777785930213
Japan,2015,0.08961111048154848
Jordan,2015,1.6888141192863888
Kazakhstan,2015,9.390671118877632
Kuwait,2015,0.814195398065307
Kyrgyzstan,2015,0.0
Libya,2015,18.270574955876594
Malaysia,2015,15.535553424924734
Mauritania,2015,10.916889452783455
Mexico,2015,6.885476168225095
Mongolia,2015,0.4461227220589101
Morocco,2015,0.0
Mozambique,2015,0.0
Myanmar,2015,8.084246741050363
Netherlands,2015,0.303068822840784
New Zealand,2015,7.19196290106656
Niger,2015,4.200979254129668
Nigeria,2015,9.065462779420399
Norway,2015,0.38973414609290497
Oman,2015,4.823140751010796
Pakistan,2015,5.629456775399702
Palestinian Territory,2015,0.0
Panama,2015,0.0
Papua New Guinea,2015,2.3032871105335424
Peru,2015,5.514296428582369
Philippines,2015,13.925480111570643
Poland,2015,0.982722594927873
Qatar,2015,2.6171285823750705
Romania,2015,0.33912370395556785
Russia,2015,4.576718591976118
Rwanda,2015,0.0
Saudi Arabia,2015,0.5880413503118056
Senegal,2015,0.0
Serbia,2015,0.539344608549353
Singapore,2015,0.0
South Africa,2015,8.332569827346848
South Korea,2015,0.0
Spain,2015,2.2041962504227954
Sudan,2015,4.774508178454097
Sweden,2015,0.0
Syria,2015,47.75369613374148
Tanzania,2015,0.0
Thailand,2015,2.5924614583152517
Timor-Leste,2015,1.249068122752079
Trinidad and Tobago,2015,7.419353395930118
Tunisia,2015,17.306565751552146
Turkiye,2015,0.34024283879760775
Turkmenistan,2015,20.191021683535933
Uganda,2015,0.0
Ukraine,2015,5.498356542120339
United Arab Emirates,2015,0.7909964620596329
United Kingdom,2015,2.2458673910379283
United States,2015,1.4345608669098893
Uzbekistan,2015,41.92143104716295
Venezuela,2015,20.469126832930037
Vietnam,2015,5.011551776248887
Yemen,2015,52.77334760451127
Zimbabwe,2015,0.0
Albania,2016,1.6078168699331652
Algeria,2016,24.393096784753315
Angola,2016,9.39973454539827
Argentina,2016,1.4023457650746647
Australia,2016,6.6517770892157815
Austria,2016,0.0
Azerbaijan,2016,0.5322780322234131
Bahrain,2016,0.6300177862583529
Bangladesh,2016,1.4090304007345558
Belarus,2016,0.18356762034586285
Belize,2016,0.41723581888396455
Bolivia,2016,3.6844795999154876
Brazil,2016,0.994205655130842
Brunei,2016,6.514243294593112
Cambodia,2016,0.0
Cameroon,2016,22.971891972991607
Canada,2016,0.3926738594273341
Chad,2016,5.492775349929472
Chile,2016,11.993254350328233
China,2016,0.5967428503905492
Colombia,2016,0.7762250457378649
"Congo, Rep.",2016,10.945275084405079
Croatia,2016,1.018444133108662
Cuba,2016,1.2268229177133125
Dem Rep of the Congo,2016,21.265420935613417
Denmark,2016,1.6208078987141346
Ecuador,2016,2.207414327236299
Egypt,2016,10.8324252660588
Equatorial Guinea,2016,4.508934621176556
Eritrea,2016,0.0
Ethiopia,2016,0.0
France,2016,3.135102677972196
Gabon,2016,11.525668527631986
Georgia,2016,3.8646794216198628
Germany,2016,0.00038874432910339455
Ghana,2016,3.5657069260906193
Greece,2016,5.667929775227546
Guatemala,2016,8.916285757300415
Guyana,2016,0.0
Hungary,2016,0.45335174821843
India,2016,4.266782658514701
Indonesia,2016,5.0036328450604906
Iran,2016,14.384089136332852
Iraq,2016,19.18104179086337
Israel,2016,2.9178497964418075
Italy,2016,0.060255515459646795
Ivory Coast,2016,3.6695597738713257
Japan,2016,0.5460421979027246
Jordan,2016,5.243287399614011
Kazakhstan,2016,5.53351149303661
Kuwait,2016,1.1337442181096042
Kyrgyzstan,2016,0.0
Libya,2016,16.488641056677253
Malaysia,2016,11.844006914533987
Mauritania,2016,21.429032066011345
Mexico,2016,7.092273557237547
Mongolia,2016,0.24191154167097834
Morocco,2016,0.0
Mozambique,2016,0.0
Myanmar,2016,5.56708948971115
Netherlands,2016,0.29414830291865246
New Zealand,2016,6.140969892411043
Niger,2016,3.525788119953034
Nigeria,2016,10.161245412205266
Norway,2016,0.3719322727220734
Oman,2016,5.812012578758862
Pakistan,2016,5.0279118610095725
Palestinian Territory,2016,0.0
Panama,2016,0.0
Papua New Guinea,2016,2.7969068738239735
Peru,2016,4.071329743381029
Philippines,2016,15.466765779634699
Poland,2016,1.725309038811324
Qatar,2016,2.377277630704655
Romania,2016,0.23024336718524818
Russia,2016,5.146482240805666
Rwanda,2016,0.0
Saudi Arabia,2016,0.6006160622389717
Senegal,2016,0.0
Serbia,2016,0.13474170346468303
Singapore,2016,0.0
South Africa,2016,11.456118686452742
South Korea,2016,0.0
Spain,2016,0.6508638882328783
Sudan,2016,2.775468156754791
Sweden,2016,0.0
Syria,2016,81.8478779701054
Tanzania,2016,0.0
Thailand,2016,2.7139662756670946
Timor-Leste,2016,2.435862270203845
Trinidad and Tobago,2016,7.3595791875224315
Tunisia,2016,10.924042873587261
Turkiye,2016,0.6132860070592735
Turkmenistan,2016,19.29587858479005
Uganda,2016,0.0
Ukraine,2016,4.663012409755266
United Arab Emirates,2016,0.6534530362167071
United Kingdom,2016,2.1764214855822583
United States,2016,1.2160604660028211
Uzbekistan,2016,41.726855140019964
Venezuela,2016,19.460585489195914
Vietnam,2016,4.477005367227923
Yemen,2016,33.99216756591975
Zimbabwe,2016,0.0
Albania,2017,0.7118845479021274
Algeria,2017,22.630979879927825
Angola,2017,6.938284999861535
Argentina,2017,1.6292526601428607
Australia,2017,12.794699837335191
Austria,2017,0.026418015289478024
Azerbaijan,2017,0.31015224817491377
Bahrain,2017,0.7026734410255936
Bangladesh,2017,2.261379658615159
Belarus,2017,0.24309822821580498
Belize,2017,0.22449763800231615
Bolivia,2017,2.2002227806686183
Brazil,2017,0.9408160587636067
Brunei,2017,7.934196615627856
Cambodia,2017,0.0
Cameroon,2017,23.877340531975925
Canada,2017,0.441034182086748
Chad,2017,3.9911486196338566
Chile,2017,7.520470495728195
China,2017,0.6323951236061508
Colombia,2017,0.8782893114419748
"Congo, Rep.",2017,9.960402173342322
Croatia,2017,0.6526795637666692
Cuba,2017,0.26894320825893675
Dem Rep of the Congo,2017,20.863635879936602
Denmark,2017,1.3724748885676132
Ecuador,2017,2.183646117296116
Egypt,2017,8.086466355292698
Equatorial Guinea,2017,3.7484501683261793
Eritrea,2017,0.0
Ethiopia,2017,0.0
France,2017,1.2165544964188522
Gabon,2017,12.48260906601568
Georgia,2017,0.3026120881161896
Germany,2017,0.005170485371283849
Ghana,2017,5.497125425985958
Greece,2017,3.8981073924919354
Guatemala,2017,12.488203098123849
Guyana,2017,0.0
Hungary,2017,0.3564652165590407
India,2017,4.3266574371166175
Indonesia,2017,4.219351673490837
Iran,2017,15.281073205931827
Iraq,2017,19.341043640429596
Israel,2017,0.7498101842153398
Italy,2017,0.00027929985990048155
Ivory Coast,2017,3.218513001515126
Japan,2017,0.47396478055519203
Jordan,2017,0.0
Kazakhstan,2017,4.139223232176155
Kuwait,2017,0.814403857584701
Kyrgyzstan,2017,0.0
Libya,2017,14.152485370890856
Malaysia,2017,11.031347012478797
Mauritania,2017,0.0
Mexico,2017,5.672640271172964
Mongolia,2017,0.10373884126703276
Morocco,2017,0.0
Mozambique,2017,0.0
Myanmar,2017,5.105447257188594
Netherlands,2017,0.4073518973226252
New Zealand,2017,16.125385481035874
Niger,2017,2.2210645726224056
Nigeria,2017,11.037742620843176
Norway,2017,0.22782782588721334
Oman,2017,6.17060396739606
Pakistan,2017,4.128527663228813
Palestinian Territory,2017,0.0
Panama,2017,0.0
Papua New Guinea,2017,1.9612160662955418
Peru,2017,2.8640291395715147
Philippines,2017,76.38179943791762
Poland,2017,1.4126056120053518
Qatar,2017,2.588521354452242
Romania,2017,0.11643789005605232
Russia,2017,5.223507088273854
Rwanda,2017,0.0
Saudi Arabia,2017,0.6609351183364628
Senegal,2017,0.0
Serbia,2017,0.015771520227514126
Singapore,2017,0.0
South Africa,2017,8.406902342526426
South Korea,2017,0.0
Spain,2017,1.5700306983203491
Sudan,2017,2.8300701606390906
Sweden,2017,0.0
Syria,2017,215.48426172181243
Tanzania,2017,0.0
Thailand,2017,2.5939932697989256
Timor-Leste,2017,3.2584623752563338
Trinidad and Tobago,2017,7.448829553002099
Tunisia,2017,9.52339280946448
Turkiye,2017,0.3887994248000961
Turkmenistan,2017,19.458547500683967
Uganda,2017,0.0
Ukraine,2017,4.539613240464728
United Arab Emirates,2017,0.9048454927534356
United Kingdom,2017,2.3913350608559734
United States,2017,1.3829593265863618
Uzbekistan,2017,39.037166513535006
Venezuela,2017,18.13163303477571
Vietnam,2017,5.993565328444216
Yemen,2017,25.655230184267012
Zimbabwe,2017,0.0
Albania,2018,0.2740462345172183
Algeria,2018,23.820893681928755
Angola,2018,5.311768810702636
Argentina,2018,2.5698688867986745
Australia,2018,14.051104790527528
Austria,2018,0.03576845570242651
Azerbaijan,2018,0.5525760279446774
Bahrain,2018,0.6902780208368274
Bangladesh,2018,3.5857754379305025
Belarus,2018,0.2197724384346527
Belize,2018,0.43757486927615574
Bolivia,2018,3.1148638647684987
Brazil,2018,0.9335205646380805
Brunei,2018,6.543644118437055
Cambodia,2018,0.0
Cameroon,2018,26.387206240532645
Canada,2018,0.39010600260839745
Chad,2018,3.0060266479434166
Chile,2018,16.224280820292115
China,2018,0.8354876739953472
Colombia,2018,1.2053532155528877
"Congo, Rep.",2018,10.35337086580648
Croatia,2018,1.5152108232220436
Cuba,2018,0.37909771809547577
Dem Rep of the Congo,2018,13.866501095743816
Denmark,2018,1.6389768325015768
Ecuador,2018,2.0908994366422053
Egypt,2018,8.049845197078165
Equatorial Guinea,2018,4.115954323243627
Eritrea,2018,0.0
Ethiopia,2018,0.0
France,2018,2.097725477751748
Gabon,2018,12.444045745876576
Georgia,2018,0.0
Germany,2018,0.07277268347148831
Ghana,2018,2.8124828829943938
Greece,2018,3.881050715143668
Guatemala,2018,12.23465132825184
Guyana,2018,0.0
Hungary,2018,2.3321755208476036
India,2018,4.112920417469245
Indonesia,2018,4.17742997830357
Iran,2018,15.441139000093864
Iraq,2018,16.656322391445656
Israel,2018,0.9567136552200514
Italy,2018,0.001623289269617947
Ivory Coast,2018,2.1344395096110467
Japan,2018,0.6193563576743338
Jordan,2018,2.229699643122137
Kazakhstan,2018,3.503347429270862
Kuwait,2018,0.8308988038264092
Kyrgyzstan,2018,0.0
Libya,2018,15.503592328945876
Malaysia,2018,8.521929944805708
Mauritania,2018,0.0
Mexico,2018,6.4933261354605385
Mongolia,2018,0.22984626508664174
Morocco,2018,0.0
Mozambique,2018,0.0
Myanmar,2018,3.309000318694096
Netherlands,2018,0.17263212446589643
New Zealand,2018,10.790975628767749
Niger,2018,2.3616027942334794
Nigeria,2018,11.72421074428845
Norway,2018,0.22277917571553557
Oman,2018,6.218888516634418
Pakistan,2018,3.77779508096168
Palestinian Territory,2018,0.0
Panama,2018,0.0
Papua New Guinea,2018,5.047938412799207
Peru,2018,3.324902550744397
Philippines,2018,89.23945140232959
Poland,2018,2.295572273217475
Qatar,2018,2.3254815179752684
Romania,2018,0.20659044355594983
Russia,2018,6.417481276912615
Rwanda,2018,0.0
Saudi Arabia,2018,0.5640900795986795
Senegal,2018,0.0
Serbia,2018,0.028223386711808584
Singapore,2018,0.0
South Africa,2018,32.272350178452356
South Korea,2018,0.0
Spain,2018,2.53874025738131
Sudan,2018,3.6728617836849295
Sweden,2018,0.0
Syria,2018,51.930891267406324
Tanzania,2018,0.0
Thailand,2018,2.290960464998856
Timor-Leste,2018,7.423629852884366
Trinidad and Tobago,2018,8.246502678256267
Tunisia,2018,11.74376886292034
Turkiye,2018,0.31613184984233905
Turkmenistan,2018,18.397156894648155
Uganda,2018,0.0
Ukraine,2018,4.723828430115648
United Arab Emirates,2018,1.1458592936669512
United Kingdom,2018,1.915509634529892
United States,2018,2.0969721491892606
Uzbekistan,2018,32.51838019704322
Venezuela,2018,28.27373375696346
